file	source	target	ratio
art_ethics__RAGDAXQONI.txt	530	592	1.1169811320754717
art_finances__TYAWCMAAPR.txt	674	755	1.1201780415430267
art_forests__HPQYSNLYQE.txt	516	657	1.2732558139534884
art_history__ZESMXISFQJ.txt	602	766	1.2724252491694352
art_humanities__DUNSZEXLFW.txt	496	617	1.2439516129032258
art_oceans__MDETBUVCCS.txt	615	745	1.2113821138211383
art_politics__DJTDRZYTBG.txt	469	574	1.2238805970149254
art_repressions__CPQCAFRFAO.txt	432	533	1.2337962962962963
art_socialism__FIBYEKYKTR.txt	520	611	1.175
art_spirituality__TLOZHMKPVR.txt	438	542	1.2374429223744292
art_sports__BYQHQGOINE.txt	526	596	1.1330798479087452
art_traveling__RKJSHGUVVF.txt	508	633	1.2460629921259843
autocracy_art__LZXJBHTMUR.txt	549	630	1.1475409836065573
autocracy_capitalism__RWCLMFUHFL.txt	542	577	1.0645756457564575
autocracy_democracy__JNOJVPNUHD.txt	627	684	1.0909090909090908
autocracy_fascism__PJOSHGBORQ.txt	511	599	1.172211350293542
autocracy_fascism__VQSCUBAYEP.txt	528	651	1.2329545454545454
autocracy_forests__YDHIESKIPT.txt	551	598	1.08529945553539
autocracy_history__EQWAMXHEMH.txt	361	443	1.2271468144044322
autocracy_mortgage__ISWJEYMKXK.txt	424	467	1.1014150943396226
autocracy_pets__OUPRSLMNYI.txt	604	657	1.0877483443708609
autocracy_religion__ECWKOWWKLW.txt	523	592	1.1319311663479923
autocracy_religion__MUEGIWBXBF.txt	521	613	1.1765834932821497
autocracy_religion__YGLLXKUNDW.txt	499	582	1.1663326653306614
autocracy_repressions__XBDLXIKUGY.txt	446	533	1.195067264573991
autocracy_socialism__MVNAIKBSYC.txt	584	660	1.13013698630137
autocracy_spirituality__YWLNLERPSW.txt	585	697	1.1914529914529914
autocracy_weather__TTAXSLDABF.txt	567	606	1.0687830687830688
capitalism_art__MARUMLRWLB.txt	585	646	1.1042735042735043
capitalism_art__VAUJPULEWM.txt	541	622	1.1497227356746764
capitalism_autocracy__CFRTCHAAUM.txt	615	635	1.032520325203252
capitalism_engineerig__OWCRPFSJVR.txt	568	647	1.1390845070422535
capitalism_finances__FEIFFTSWJB.txt	520	591	1.1365384615384615
capitalism_oceans__LMSEIQYFSU.txt	574	633	1.102787456445993
capitalism_philosophy__GYWOFSVOMF.txt	509	596	1.1709233791748526
capitalism_religion__YPWPPLJLAY.txt	537	578	1.0763500931098697
capitalism_repressions__HZIHCSVJIF.txt	532	610	1.1466165413533835
capitalism_urban_life__TGVQLJZCYQ.txt	503	599	1.190854870775348
capitalism_weather__NCWTGSBMNO.txt	534	621	1.1629213483146068
climate_art__QKNQITMJRC.txt	457	563	1.2319474835886215
climate_ethics__VFEDHIOEAL.txt	456	534	1.1710526315789473
climate_humanities__MHVIQMXFJC.txt	523	618	1.181644359464627
climate_mortgage__DZKTQZZMYT.txt	636	668	1.050314465408805
climate_politics__APYHJHXOZD.txt	586	604	1.030716723549488
climate_technology__GGMIVTWFUY.txt	614	684	1.1140065146579805
climate_traveling__BLPLLIWPEE.txt	602	654	1.0863787375415281
climate_traveling__FJVDXEUYXA.txt	556	578	1.039568345323741
climate_weather__ZNAXECFHJN.txt	612	662	1.0816993464052287
culture_art__EGWVONZZGK.txt	547	669	1.223034734917733
culture_art__HPVQPOEMLJ.txt	469	515	1.0980810234541578
culture_forests__GUWTZSXLCU.txt	472	564	1.194915254237288
culture_humanities__JDJHVVOTRD.txt	552	654	1.184782608695652
culture_humanities__OLOMETUZNG.txt	538	652	1.211895910780669
culture_mortgage__LBPDUPYYXW.txt	472	488	1.0338983050847457
culture_mortgage__SRICIRUEAQ.txt	617	634	1.027552674230146
culture_music__IGCEDYWVJO.txt	521	618	1.1861804222648753
culture_religion__BZLNFSPYLY.txt	544	646	1.1875
culture_rural_life__FOLJUCWJWH.txt	537	588	1.094972067039106
culture_rural_life__VOZCCWQDVI.txt	623	709	1.1380417335473516
culture_science__KFPXEZBILH.txt	519	584	1.1252408477842004
culture_technology__ZYSOJNDBMW.txt	482	561	1.1639004149377594
culture_urban_life__CKIVHPXDJG.txt	555	633	1.1405405405405404
culture_weather__IYIXLRCMZK.txt	481	555	1.1538461538461537
democracy_archeology__ALTSERKISH.txt	471	552	1.1719745222929936
democracy_archeology__YFDVSDZIXW.txt	525	573	1.0914285714285714
democracy_economy__EUWTSZLRLJ.txt	561	606	1.0802139037433156
democracy_literature__VWJMWODNMQ.txt	503	633	1.2584493041749503
democracy_oceans__PLJIVCEZEN.txt	491	577	1.175152749490835
democracy_philosophy__EIJIOONAAA.txt	495	586	1.183838383838384
democracy_philosophy__QERPTSCEAV.txt	543	619	1.139963167587477
democracy_repressions__TTCYRMLJEZ.txt	561	620	1.1051693404634582
democracy_sports__YAJTZYMHEU.txt	539	634	1.176252319109462
democracy_traveling__CINHAUVTJG.txt	488	574	1.1762295081967213
economy_archeology__MCSKLPPRRI.txt	468	546	1.1666666666666667
economy_autocracy__FUWUNOTHWT.txt	490	561	1.1448979591836734
economy_capitalism__XCDTNXNECU.txt	558	634	1.136200716845878
economy_humanities__DXBHPIVYJV.txt	604	631	1.044701986754967
economy_oceans__GUPWHJQBDE.txt	529	585	1.10586011342155
economy_pets__PTVVIZYHMK.txt	674	702	1.0415430267062316
economy_religion__ALRWINDLBE.txt	563	619	1.0994671403197158
economy_repressions__WHPMLSYBMU.txt	538	606	1.1263940520446096
economy_weather__IMHTHHQALY.txt	694	729	1.0504322766570606
engineerig_animals__CWGEIMHUZE.txt	549	624	1.1366120218579234
engineerig_animals__QSRWPUTNRF.txt	548	550	1.0036496350364963
engineerig_archeology__WQCOGCTCWT.txt	554	595	1.0740072202166064
engineerig_democracy__SCKIHASVZJ.txt	489	564	1.1533742331288344
engineerig_ethics__MOIHVIVIKS.txt	595	665	1.1176470588235294
engineerig_ethics__WPEAQTPSQN.txt	585	660	1.1282051282051282
engineerig_finances__BKHIUIJYIK.txt	581	677	1.1652323580034423
engineerig_music__SAALBPXCUV.txt	531	626	1.1789077212806027
engineerig_philosophy__WXVUYKNBYV.txt	505	579	1.1465346534653464
engineerig_programming__KFXHRHDJLH.txt	462	554	1.199134199134199
engineerig_programming__WPESALTKHC.txt	550	619	1.1254545454545455
engineerig_religion__ULJDIITJXZ.txt	571	671	1.1751313485113835
engineerig_religion__VESIGQEHUW.txt	508	594	1.169291338582677
engineerig_repressions__OPZFNOQYGJ.txt	525	589	1.121904761904762
engineerig_science__BSEVFXXVOJ.txt	476	542	1.138655462184874
engineerig_socialism__DCMGGOSUGD.txt	545	597	1.0954128440366973
engineerig_spirituality__JBGQKFJNUA.txt	455	534	1.1736263736263737
engineerig_traveling__GXXNILTFBG.txt	498	530	1.0642570281124497
engineerig_tyranny__OYXINUXOIW.txt	533	599	1.123827392120075
engineerig_urban_life__RAUURMFYYM.txt	553	578	1.0452079566003616
engineerig_urban_life__WCMWTTNUNW.txt	471	447	0.9490445859872612
ethics_animals__BGRMLWDPVY.txt	407	492	1.2088452088452089
ethics_autocracy__QTWYASYYOK.txt	493	576	1.1683569979716024
ethics_finances__LUSGAOIRWZ.txt	580	612	1.0551724137931036
ethics_forests__ABGFHHQROE.txt	477	552	1.1572327044025157
ethics_philosophy__LPTQFYTFUT.txt	345	398	1.153623188405797
ethics_politics__CCLKNFPMOX.txt	491	542	1.1038696537678208
ethics_repressions__NWJFGIJRSV.txt	518	604	1.166023166023166
ethics_slavery__NIEZLWVZBZ.txt	503	577	1.1471172962226641
ethics_technology__OMRQHAJTGE.txt	593	633	1.0674536256323777
ethics_tyranny__NXHGLDWHYW.txt	476	558	1.1722689075630253
ethics_urban_life__KXUGDJRBLX.txt	485	548	1.1298969072164948
ethics_weather__RTMBANNCMS.txt	517	561	1.0851063829787233
fascism_animals__VBSJEIEGAF.txt	432	516	1.1944444444444444
fascism_archeology__TBPDQKLIND.txt	510	565	1.107843137254902
fascism_art__IPMBLTAZYY.txt	453	552	1.218543046357616
fascism_philosophy__HGRPLXWZZN.txt	473	557	1.1775898520084567
fascism_religion__WSIRGNOVXA.txt	446	563	1.2623318385650224
fascism_repressions__VFCXUWEPJI.txt	459	526	1.1459694989106755
fascism_socialism__SWNIWZOPES.txt	503	609	1.2107355864811133
fascism_spirituality__DHBOWMOCKF.txt	483	618	1.279503105590062
fascism_tyranny__BEGQWQVTIJ.txt	548	621	1.1332116788321167
fascism_tyranny__LDMTPVFGUP.txt	508	620	1.220472440944882
fascism_tyranny__RRGIKHQJVH.txt	490	597	1.2183673469387755
fascism_urban_life__OXESVAOUPB.txt	466	562	1.206008583690987
fascism_weather__HNJLRYPUHK.txt	468	522	1.1153846153846154
finances_animals__UUDESNUCGJ.txt	567	588	1.037037037037037
finances_art__BNJSDATGWK.txt	660	732	1.1090909090909091
finances_art__SZCTRRRJXP.txt	529	606	1.1455576559546314
finances_economy__DMPGOTCONQ.txt	598	642	1.0735785953177257
finances_economy__ETDBKWWAJB.txt	617	621	1.006482982171799
finances_forests__YBZDLPIFLB.txt	613	650	1.0603588907014683
finances_pets__LPADQRCICA.txt	692	747	1.079479768786127
finances_philosophy__ZWTGYUMVIT.txt	519	592	1.140655105973025
finances_programming__GFWJFOKYBG.txt	623	704	1.130016051364366
finances_programming__WVIQNFIFCX.txt	540	573	1.0611111111111111
finances_religion__GVLXRQVVHU.txt	520	583	1.1211538461538462
finances_religion__KEXHAGKWNN.txt	600	662	1.1033333333333333
finances_repressions__MWEVVNJLVV.txt	473	545	1.1522198731501057
finances_rural_life__CFWQDPDGIR.txt	595	626	1.0521008403361345
finances_science__XCEKQYYHID.txt	642	676	1.0529595015576323
finances_technology__NFXPQNNSMP.txt	589	650	1.1035653650254669
finances_urban_life__BFTURVDTDT.txt	573	581	1.0139616055846423
forests_animals__XLMPGGGXUI.txt	556	589	1.0593525179856116
forests_autocracy__BZKVYKDEHD.txt	516	546	1.058139534883721
forests_capitalism__EOKHVINRJJ.txt	582	638	1.0962199312714778
forests_climate__JJNOUPJHRJ.txt	532	532	1.0
forests_ethics__YTGHPWOHXJ.txt	553	630	1.139240506329114
forests_music__PKBEPFMKLS.txt	513	681	1.327485380116959
forests_politics__LDSZEHMSQJ.txt	616	655	1.0633116883116882
forests_rural_life__DCGGQCPVPW.txt	609	712	1.1691297208538587
forests_urban_life__MWCBZAIIXR.txt	604	663	1.0976821192052981
history_archeology__DTFZINSINR.txt	547	633	1.1572212065813527
history_art__BDHEFQPWXA.txt	527	688	1.3055028462998102
history_art__CFNICOMHVT.txt	584	739	1.2654109589041096
history_forests__JBDMMXCUEH.txt	492	605	1.2296747967479675
history_music__UIIETKTYAJ.txt	615	790	1.2845528455284554
history_oceans__JPFBKAAXJO.txt	509	590	1.1591355599214146
history_philosophy__LCGEAVCANG.txt	563	689	1.2238010657193605
history_religion__OMBYWGRXQO.txt	513	653	1.2729044834307992
history_repressions__KXAUVLFINL.txt	530	655	1.2358490566037736
history_rural_life__NYQPTJJKDP.txt	541	625	1.155268022181146
history_socialism__RZAMKHBEAL.txt	462	567	1.2272727272727273
history_spirituality__VYKIXIOOCI.txt	468	603	1.2884615384615385
history_technology__MAZKXHYFPX.txt	666	771	1.1576576576576576
history_technology__MKDPOQFLPG.txt	606	768	1.2673267326732673
history_urban_life__WLUSZRXUYG.txt	525	647	1.2323809523809524
humanities_animals__ZOYRLMPZNZ.txt	514	597	1.16147859922179
humanities_culture__AJGWBHOYXX.txt	494	592	1.1983805668016194
humanities_finances__XBUUBWBNLI.txt	670	741	1.1059701492537313
humanities_literature__EEKPMIWACR.txt	521	664	1.2744721689059502
humanities_philosophy__RZUAVQCKBW.txt	530	643	1.2132075471698114
humanities_philosophy__XDFQPWOWEV.txt	468	618	1.3205128205128205
humanities_politics__BMQDLYABLM.txt	516	595	1.1531007751937985
humanities_science__KMADKHEJGS.txt	613	642	1.0473083197389885
humanities_socialism__RIBIMTXYVS.txt	613	803	1.3099510603588906
humanities_spirituality__AEETJHGWTD.txt	640	816	1.275
humanities_tyranny__OEIXCLFENN.txt	511	613	1.1996086105675148
humanities_tyranny__PARECGWKIY.txt	539	636	1.1799628942486085
humanities_tyranny__ZIFLKBLXIV.txt	493	577	1.1703853955375254
literature_archeology__OVBDEHHQGV.txt	510	620	1.2156862745098038
literature_autocracy__LOOCBFOKYK.txt	526	655	1.2452471482889733
literature_autocracy__PQQRGYNXEE.txt	503	610	1.2127236580516898
literature_autocracy__VCEQUFJLXN.txt	443	518	1.1693002257336342
literature_music__WFUNWRFOXD.txt	457	561	1.2275711159737417
literature_pets__BINBPFIAQB.txt	513	598	1.165692007797271
literature_slavery__ISKFMTMIQB.txt	516	639	1.2383720930232558
literature_slavery__LANCSIHHRB.txt	476	580	1.218487394957983
literature_slavery__VJOGIEVHXQ.txt	455	569	1.2505494505494505
literature_spirituality__TRRWGYJJLI.txt	406	528	1.3004926108374384
literature_traveling__DYCKIPPDSC.txt	582	710	1.2199312714776633
literature_weather__PZHUEGVCRF.txt	481	593	1.2328482328482329
mortgage_archeology__HSNNOUIEZY.txt	562	617	1.097864768683274
mortgage_art__BHACDXTKPR.txt	561	609	1.085561497326203
mortgage_climate__EGXOJDUEAO.txt	607	644	1.0609555189456343
mortgage_culture__HTQZZLPOJC.txt	594	636	1.0707070707070707
mortgage_culture__MQPBRIUHCA.txt	520	552	1.0615384615384615
mortgage_democracy__GNHOTXARAN.txt	590	620	1.0508474576271187
mortgage_democracy__YUUGAZNUWN.txt	645	673	1.0434108527131782
mortgage_ethics__EWDKFXJZIR.txt	481	474	0.9854469854469855
mortgage_oceans__XOUQWCFYMG.txt	433	447	1.0323325635103926
mortgage_pets__IAUSHFSEVG.txt	610	614	1.0065573770491802
mortgage_pets__QBVZFIZNPK.txt	691	688	0.9956584659913169
mortgage_repressions__ETGLLTOSOJ.txt	609	620	1.0180623973727423
mortgage_science__DQNKZUSRXH.txt	701	726	1.035663338088445
mortgage_science__YQYSEDDIXW.txt	527	539	1.0227703984819734
mortgage_technology__WHIGSIGEBJ.txt	600	627	1.045
mortgage_tyranny__SLLJRQSTGN.txt	467	489	1.0471092077087794
mortgage_urban_life__TCBTSYFRQT.txt	567	597	1.052910052910053
music_democracy__FWWUGJNROA.txt	558	681	1.2204301075268817
music_engineerig__IQEDELOLGA.txt	555	636	1.145945945945946
music_engineerig__PIVTANDZMI.txt	558	664	1.189964157706093
music_fascism__YGRVJLKRZB.txt	418	514	1.229665071770335
music_pets__HLWMNVFZJP.txt	581	687	1.1824440619621341
music_pets__HTZFZTSZKO.txt	629	730	1.1605723370429253
music_religion__WIADKKZGIU.txt	555	662	1.1927927927927928
music_repressions__NIWFKCFYNI.txt	554	645	1.1642599277978338
music_rural_life__ZFZZELCESZ.txt	521	644	1.2360844529750479
music_technology__DKPVQVBPZA.txt	660	772	1.1696969696969697
music_tyranny__GUPMIZAPZB.txt	494	588	1.1902834008097165
music_tyranny__MLNLAYGFXE.txt	419	507	1.2100238663484486
music_weather__AXWGTUTJHG.txt	607	773	1.2734761120263591
oceans_archeology__YJLCTNDMQO.txt	660	760	1.1515151515151516
oceans_art__NZMRPPRYZX.txt	506	677	1.3379446640316206
oceans_autocracy__LEAAXWPJIF.txt	563	665	1.1811722912966252
oceans_engineerig__FHUEICQAQG.txt	550	631	1.1472727272727272
oceans_engineerig__MBTYDSSLWT.txt	620	704	1.135483870967742
oceans_humanities__YMPOLOSGUF.txt	467	571	1.222698072805139
oceans_spirituality__CZWWVSZFPC.txt	459	636	1.3856209150326797
oceans_sports__KKDSQWYYSD.txt	556	680	1.223021582733813
oceans_sports__NRSVRALSCL.txt	467	565	1.2098501070663812
oceans_traveling__HFFIYOSUII.txt	523	639	1.2217973231357553
oceans_traveling__IAGPJZIRSO.txt	426	574	1.3474178403755868
oceans_tyranny__TYARFEVWNL.txt	550	589	1.0709090909090908
pets_archeology__HIETIPUZFR.txt	552	591	1.0706521739130435
pets_autocracy__WBULDVXRAE.txt	605	645	1.0661157024793388
pets_capitalism__UAAOHBMQYW.txt	590	636	1.0779661016949154
pets_democracy__FBJHTZIHUZ.txt	578	644	1.1141868512110726
pets_economy__GIGVMSDQAC.txt	624	669	1.0721153846153846
pets_engineerig__NCULDTKRLT.txt	544	555	1.0202205882352942
pets_ethics__LFTPQDAMRN.txt	512	576	1.125
pets_fascism__HQBEIVGRKD.txt	456	527	1.155701754385965
pets_music__WHMPZSMKYC.txt	321	383	1.1931464174454829
pets_programming__JFWQOBIGWW.txt	621	668	1.075684380032206
pets_religion__YOFZMAGUEM.txt	584	624	1.0684931506849316
pets_rural_life__ANJMBKJETI.txt	522	546	1.0459770114942528
pets_slavery__IUHCIIIHSR.txt	511	534	1.0450097847358122
pets_sports__XTIJQKLAGC.txt	544	612	1.125
philosophy_animals__BSPQFJPWVY.txt	544	618	1.1360294117647058
philosophy_art__ISRUTICYZG.txt	605	760	1.256198347107438
philosophy_capitalism__BXGIPRZQGT.txt	466	579	1.242489270386266
philosophy_capitalism__HRYWOMRDLY.txt	573	634	1.1064572425828971
philosophy_capitalism__QLADCFMOYM.txt	526	577	1.096958174904943
philosophy_economy__LHADOVUPYZ.txt	580	659	1.1362068965517242
philosophy_engineerig__VTABBZNNTI.txt	528	610	1.1553030303030303
philosophy_fascism__YKWDEJCZDE.txt	553	631	1.1410488245931283
philosophy_history__AEITYOLXEV.txt	529	689	1.3024574669187146
philosophy_mortgage__TBHJAIQKFL.txt	615	717	1.1658536585365853
philosophy_oceans__ZZQYFTRWSG.txt	500	677	1.354
philosophy_science__DRPTVYVTCX.txt	470	585	1.2446808510638299
philosophy_slavery__NOUCPLXSJX.txt	504	625	1.2400793650793651
philosophy_technology__KKKBJJAEFO.txt	499	588	1.1783567134268538
politics_autocracy__NNZDFHSUHF.txt	535	574	1.0728971962616822
politics_climate__NLXHIGQFRO.txt	581	610	1.0499139414802066
politics_democracy__DEFMBLOGQS.txt	650	792	1.2184615384615385
politics_ethics__IWFNRAINZZ.txt	540	625	1.1574074074074074
politics_finances__SNACSLEVQH.txt	456	509	1.1162280701754386
politics_forests__AMJYRWFWHX.txt	584	626	1.071917808219178
politics_forests__JHRKVTCOIG.txt	582	625	1.0738831615120275
politics_humanities__TCAEEOUVCJ.txt	530	594	1.120754716981132
politics_humanities__TRKXMRCAWJ.txt	490	574	1.1714285714285715
politics_mortgage__AOVWQIEBPJ.txt	606	649	1.0709570957095709
politics_philosophy__OUWYIXODHY.txt	618	732	1.1844660194174756
politics_rural_life__MZEMTANFIP.txt	548	617	1.1259124087591241
politics_socialism__YJRUNPEZRR.txt	593	708	1.193929173693086
politics_tyranny__EUGZXSFJIU.txt	451	538	1.1929046563192904
politics_weather__CQFZUESCRL.txt	540	569	1.0537037037037038
politics_weather__ENWUVNTBAL.txt	629	677	1.0763116057233704
programming_archeology__UXHYVRDPQJ.txt	592	637	1.0760135135135136
programming_capitalism__ARDOHMCASQ.txt	491	555	1.1303462321792261
programming_capitalism__REFNNJNVBA.txt	488	554	1.1352459016393444
programming_democracy__KBNGPYCLHB.txt	421	454	1.0783847980997625
programming_ethics__LNOVYLBHUK.txt	492	516	1.048780487804878
programming_ethics__MMFANZZEOJ.txt	572	606	1.0594405594405594
programming_finances__ROUPHKWMUI.txt	510	587	1.1509803921568627
programming_pets__NVUHJWPXDY.txt	552	578	1.0471014492753623
programming_politics__RIVBHILIFY.txt	546	570	1.043956043956044
programming_rural_life__EIMWHWLGXN.txt	547	568	1.0383912248628884
programming_technology__BIOCDLTVYF.txt	691	788	1.1403762662807526
programming_tyranny__OIKHOTIHQH.txt	542	630	1.1623616236162362
programming_weather__CVPTYWKIFL.txt	558	593	1.0627240143369177
programming_weather__RZEDTIVDXI.txt	579	637	1.1001727115716753
religion_autocracy__LWKRIXOKTY.txt	485	541	1.1154639175257732
religion_culture__KBDHQJWPRZ.txt	605	703	1.1619834710743802
religion_democracy__CCDCFYZAMH.txt	540	654	1.211111111111111
religion_engineerig__WFSYYUEFQL.txt	477	580	1.2159329140461217
religion_fascism__OARADZOORR.txt	498	574	1.1526104417670682
religion_finances__GYELYBAREB.txt	545	593	1.0880733944954128
religion_finances__MDKMQOHVGB.txt	489	561	1.147239263803681
religion_finances__YJFHLRBYET.txt	631	664	1.05229793977813
religion_history__DFWNWPOAJE.txt	461	547	1.1865509761388287
religion_history__FUFGRIPLZZ.txt	631	712	1.1283676703645007
religion_politics__ZRLUFHMYNO.txt	589	644	1.0933786078098473
religion_repressions__SAQSRBPDDN.txt	483	564	1.1677018633540373
religion_slavery__TAKCPWCKRW.txt	519	600	1.1560693641618498
religion_sports__PYPJKBVRMS.txt	568	641	1.1285211267605635
repressions_democracy__WLUKDNOCTI.txt	505	560	1.108910891089109
repressions_ethics__PJXJYTUXXD.txt	544	607	1.1158088235294117
repressions_fascism__QCMREZXQSA.txt	590	686	1.1627118644067798
repressions_literature__YGOYTZBECC.txt	487	610	1.2525667351129364
repressions_oceans__ULKJFIYWYL.txt	484	543	1.121900826446281
repressions_politics__JVRWUUUHSA.txt	520	608	1.1692307692307693
repressions_urban_life__PFSJNIVWZE.txt	471	516	1.0955414012738853
repressions_weather__CXIXXUESDS.txt	540	587	1.087037037037037
rural_life_art__DBKJSJKCSC.txt	484	613	1.2665289256198347
rural_life_art__EYSSCWDXLW.txt	454	547	1.2048458149779735
rural_life_history__BWDUWMGDFM.txt	499	618	1.2384769539078155
rural_life_literature__DRQCQBHQVH.txt	481	591	1.2286902286902286
rural_life_politics__ZXMLUFIFYP.txt	616	662	1.0746753246753247
rural_life_slavery__CZNYMXKJBK.txt	559	609	1.0894454382826475
rural_life_urban_life__CJFTRNBWFX.txt	500	580	1.16
rural_life_weather__GHVXYRIQEJ.txt	523	581	1.1108986615678775
science_animals__XPJKDWKPDN.txt	573	652	1.137870855148342
science_climate__GWHTQMZNMS.txt	696	786	1.1293103448275863
science_ethics__CTVOVTOANW.txt	538	595	1.1059479553903346
science_forests__FJAMJISWOP.txt	487	534	1.0965092402464065
science_forests__QBVEYFKPKE.txt	583	649	1.1132075471698113
science_humanities__ECUYMKUMVH.txt	642	712	1.1090342679127725
science_humanities__TYZWYTMVDO.txt	528	634	1.2007575757575757
science_literature__RMJOPAZFEF.txt	544	668	1.2279411764705883
science_mortgage__IEDVLPHBQU.txt	634	638	1.0063091482649842
science_music__SERKCDFQZW.txt	536	692	1.291044776119403
science_pets__PPVHNCFFGU.txt	543	585	1.0773480662983426
science_sports__MZKJQQOFCE.txt	489	560	1.1451942740286298
science_urban_life__VPXUGPOWBE.txt	628	645	1.0270700636942676
science_urban_life__WJGFMNQWBM.txt	630	647	1.0269841269841269
slavery_autocracy__XKJLPPSDSE.txt	485	571	1.177319587628866
slavery_culture__SWJBUHWZFN.txt	445	591	1.3280898876404494
slavery_democracy__TSOQWQGAKR.txt	465	574	1.2344086021505376
slavery_ethics__QRUBCJVPRQ.txt	493	581	1.1784989858012171
slavery_fascism__CELZVWXBIX.txt	360	434	1.2055555555555555
slavery_fascism__ICLIQMWCSJ.txt	637	752	1.1805337519623234
slavery_fascism__ICXSZHLAHL.txt	560	640	1.1428571428571428
slavery_finances__GXMTDTRVQP.txt	514	567	1.1031128404669261
slavery_forests__LYYDSGNFCG.txt	616	679	1.1022727272727273
slavery_forests__TCMAJHOFAW.txt	454	522	1.1497797356828194
slavery_literature__TCKEMTAWPJ.txt	665	800	1.2030075187969924
slavery_mortgage__DPVOGNEGSI.txt	527	602	1.142314990512334
slavery_pets__BMQZLGWSFX.txt	477	562	1.178197064989518
slavery_politics__XXJVBNZBNG.txt	483	590	1.2215320910973084
slavery_technology__PFAXCVKJGM.txt	470	569	1.2106382978723405
slavery_urban_life__VONRHKUAKS.txt	488	575	1.1782786885245902
socialism_animals__NUVTMLPITA.txt	532	606	1.1390977443609023
socialism_democracy__IPYOMEMFSB.txt	608	669	1.100328947368421
socialism_economy__USQZJLVLLH.txt	667	739	1.1079460269865067
socialism_forests__LQUOOWPIWR.txt	586	646	1.1023890784982935
socialism_history__VQYTWONAEC.txt	601	732	1.2179700499168054
socialism_humanities__WXDUUNWKPV.txt	544	640	1.1764705882352942
socialism_literature__UKXAVOEYKK.txt	502	596	1.1872509960159363
socialism_oceans__OSENDGXFYN.txt	499	508	1.0180360721442885
socialism_philosophy__PPPGTYCGVM.txt	532	645	1.212406015037594
socialism_repressions__CMBMQIUCRQ.txt	534	688	1.2883895131086143
socialism_slavery__SISSXYSRLY.txt	506	611	1.2075098814229248
socialism_tyranny__AKTANJXZUV.txt	467	558	1.1948608137044967
socialism_tyranny__GTCSUYYVTJ.txt	472	554	1.173728813559322
spirituality_animals__KOZGYKTIFJ.txt	482	590	1.2240663900414939
spirituality_autocracy__BJFJEMNUXD.txt	526	618	1.1749049429657794
spirituality_capitalism__BENMYKLITJ.txt	549	576	1.0491803278688525
spirituality_engineerig__OWHDXWOAVH.txt	499	596	1.1943887775551103
spirituality_engineerig__UGYPBXFZGO.txt	512	581	1.134765625
spirituality_fascism__JGHILJMWOQ.txt	557	665	1.1938958707360863
spirituality_forests__IFITAVEQGB.txt	645	824	1.2775193798449613
spirituality_music__PWHEOYHGHS.txt	427	549	1.2857142857142858
spirituality_oceans__PICAGBVCFY.txt	515	692	1.3436893203883495
spirituality_slavery__BLEINXODJO.txt	414	548	1.3236714975845412
spirituality_urban_life__VATWTYBMFE.txt	522	670	1.2835249042145593
sports_archeology__YJYTIKSKMV.txt	554	642	1.1588447653429603
sports_art__FOUKHGXZWQ.txt	502	635	1.2649402390438247
sports_democracy__QGOWVEJPMV.txt	496	554	1.1169354838709677
sports_economy__AMRIDUYSMD.txt	669	749	1.1195814648729447
