file	source	target	ratio
democracy_science__LUPZEFWZWP.txt	374	469	1.2540106951871657
democracy_slavery__WLISJJUQMB.txt	336	409	1.2172619047619047
democracy_sports__CLEJFFDOVL.txt	375	473	1.2613333333333334
democracy_traveling__WOXETDAGPP.txt	337	404	1.198813056379822
democracy_urban_life__WYVMNJQYOJ.txt	379	476	1.2559366754617414
economy_animals__RLSXSKQMAK.txt	313	327	1.0447284345047922
economy_ethics__KTJDMUAYEQ.txt	360	407	1.1305555555555555
economy_forests__EQBAMEFTOP.txt	247	293	1.1862348178137652
economy_humanities__XWCROOVEIY.txt	306	378	1.2352941176470589
economy_literature__FCUBTODAOJ.txt	328	419	1.2774390243902438
economy_music__TBLXIVZABU.txt	388	505	1.3015463917525774
economy_religion__USGMBSIDHN.txt	386	469	1.2150259067357514
economy_repressions__SDHGUWRNSE.txt	326	389	1.1932515337423313
economy_spirituality__ICBRDOJMSI.txt	312	385	1.233974358974359
economy_spirituality__JHMEICIYJD.txt	346	421	1.216763005780347
economy_spirituality__SMJTIADNSI.txt	363	434	1.1955922865013775
economy_spirituality__YXGYWKOBIQ.txt	408	482	1.1813725490196079
economy_technology__OCOQKIBARQ.txt	292	348	1.1917808219178083
engineerig_archeology__JVKYUBDFON.txt	338	385	1.1390532544378698
engineerig_archeology__MDTPBARQPR.txt	383	450	1.174934725848564
engineerig_art__MMJFOOSISD.txt	324	387	1.1944444444444444
engineerig_culture__KZGTELNUGV.txt	313	401	1.281150159744409
engineerig_fascism__CWFCVJBANC.txt	296	372	1.2567567567567568
engineerig_forests__LYNKMFMVZT.txt	289	358	1.2387543252595157
engineerig_history__RWONTKCJBY.txt	298	343	1.151006711409396
engineerig_history__ZRZFCYNPSO.txt	328	414	1.2621951219512195
engineerig_humanities__YKQGTDVKFY.txt	293	397	1.3549488054607508
engineerig_literature__CDKLVQQXBG.txt	280	382	1.3642857142857143
engineerig_literature__IIVIARTYMT.txt	357	415	1.1624649859943978
engineerig_literature__XBJBSXYSFG.txt	359	457	1.2729805013927578
engineerig_pets__MZXIHGPEAM.txt	354	391	1.1045197740112995
engineerig_philosophy__HTMEPCXRLK.txt	330	412	1.2484848484848485
engineerig_science__BRIWXQUTWE.txt	309	386	1.249190938511327
engineerig_sports__VEESLNBPTK.txt	333	397	1.1921921921921923
ethics_art__JGONAQLEHV.txt	372	447	1.2016129032258065
ethics_history__HORXHAFEAM.txt	341	409	1.1994134897360704
ethics_humanities__EIGVXGDFTU.txt	320	410	1.28125
ethics_literature__NIVKCTPJKI.txt	286	350	1.2237762237762237
ethics_pets__YFYVVUZQCJ.txt	371	404	1.0889487870619947
ethics_philosophy__CLYLRDEALF.txt	328	409	1.2469512195121952
ethics_politics__HNALBUWHWC.txt	353	427	1.2096317280453257
ethics_technology__LJUOJIMILK.txt	386	428	1.1088082901554404
ethics_tyranny__CIZGZPFHFW.txt	326	380	1.165644171779141
ethics_urban_life__VUGKMBKGRY.txt	348	412	1.1839080459770115
fascism_animals__ICZWAMOQKA.txt	301	368	1.2225913621262459
fascism_animals__ZDQULCESHV.txt	388	485	1.25
fascism_autocracy__KEQVTFOJTJ.txt	321	384	1.1962616822429906
fascism_capitalism__SHAVNSXOGX.txt	422	537	1.2725118483412323
fascism_democracy__NZZWIBEACX.txt	330	457	1.3848484848484848
fascism_democracy__RVULUSIZZL.txt	418	479	1.145933014354067
fascism_economy__IXHZYYVYPS.txt	365	467	1.2794520547945205
fascism_economy__XDESXLAKIY.txt	392	485	1.2372448979591837
fascism_engineerig__BEUSLERFXI.txt	361	442	1.2243767313019391
fascism_finances__HCNKABNZXB.txt	362	415	1.1464088397790055
fascism_forests__QQJSPQRJAS.txt	348	492	1.4137931034482758
fascism_history__XICMSKURUM.txt	364	474	1.3021978021978022
fascism_humanities__SHJFJRBDLD.txt	342	426	1.2456140350877194
fascism_oceans__LKMBKLTEXZ.txt	376	497	1.321808510638298
fascism_programming__ZWPKDGTTUW.txt	364	445	1.2225274725274726
fascism_sports__JUBRHHLSYG.txt	319	401	1.2570532915360502
finances_autocracy__PLRCVICSNW.txt	358	441	1.2318435754189945
finances_capitalism__BKURQXJOVV.txt	318	364	1.1446540880503144
finances_culture__DQXTRPIICD.txt	337	411	1.2195845697329377
finances_culture__IIOWPSTCSB.txt	371	448	1.2075471698113207
finances_culture__WINNIMGBCQ.txt	361	433	1.1994459833795015
finances_forests__DTYSMCLVIG.txt	336	394	1.1726190476190477
finances_music__GOVIJLTCPV.txt	316	379	1.1993670886075949
finances_oceans__SJVYBRFOMZ.txt	329	392	1.1914893617021276
finances_philosophy__AJJECZOFLD.txt	367	427	1.1634877384196185
finances_politics__POWTKOXXBN.txt	332	409	1.2319277108433735
finances_programming__VSFEQXKNZC.txt	265	330	1.2452830188679245
finances_repressions__FIOKAMLYCK.txt	394	467	1.1852791878172588
finances_repressions__QRKJPGXTFP.txt	297	365	1.228956228956229
finances_repressions__RWKMWSFUJM.txt	334	412	1.2335329341317365
finances_socialism__SCENYOCUSZ.txt	343	393	1.1457725947521866
finances_sports__SOGBTGDLRA.txt	364	402	1.1043956043956045
forests_autocracy__LFDZAPLVMI.txt	359	428	1.192200557103064
forests_democracy__RPOXYEVTCL.txt	333	393	1.1801801801801801
forests_democracy__YPQEIQBORV.txt	307	343	1.1172638436482085
forests_engineerig__QTDHENOCYJ.txt	277	337	1.2166064981949458
forests_mortgage__PPKDKFZHNI.txt	354	381	1.076271186440678
forests_mortgage__XZIPWEYVMS.txt	336	415	1.2351190476190477
forests_philosophy__YXOETYZIZV.txt	335	480	1.4328358208955223
forests_spirituality__CRGUMFGWDO.txt	343	434	1.2653061224489797
forests_spirituality__KSXJPJSIZW.txt	303	382	1.2607260726072607
forests_sports__SKDQRCIZJN.txt	424	487	1.1485849056603774
forests_technology__PDDQLKSZTY.txt	330	373	1.1303030303030304
forests_weather__CAZMCHABEQ.txt	407	440	1.0810810810810811
forests_weather__EQEXSNBESK.txt	318	361	1.1352201257861636
history_archeology__UBOECUWBJG.txt	326	436	1.3374233128834356
history_art__TGQYHXDPOC.txt	361	478	1.3240997229916898
history_capitalism__PJVNBWSPJT.txt	328	392	1.1951219512195121
history_climate__HAVFZGQSCA.txt	336	399	1.1875
history_climate__JUUJWUKAFT.txt	358	435	1.2150837988826815
history_democracy__JTMLFMKHCN.txt	381	469	1.230971128608924
history_democracy__MSMHRQPXZK.txt	455	589	1.2945054945054946
history_economy__PITKFUHGHN.txt	359	450	1.2534818941504178
history_pets__LAOMSGATAF.txt	287	327	1.1393728222996515
history_philosophy__ISGJXFVAID.txt	345	436	1.263768115942029
history_philosophy__WGALTSWJSD.txt	385	486	1.2623376623376623
history_science__JOIUSSHYXC.txt	325	420	1.2923076923076924
history_spirituality__BIBXNUETMB.txt	288	371	1.2881944444444444
history_sports__EKOHCDQZAA.txt	263	321	1.220532319391635
history_sports__GANJDGPBRQ.txt	354	477	1.347457627118644
history_technology__AMHXZFJVAW.txt	345	406	1.1768115942028985
humanities_animals__GUZNXHLYLJ.txt	322	420	1.3043478260869565
humanities_archeology__EXKBOOMFJQ.txt	317	420	1.3249211356466877
humanities_archeology__YQBKLHAJNN.txt	280	345	1.2321428571428572
humanities_democracy__AOOOPJNSBK.txt	317	407	1.2839116719242902
humanities_democracy__BYXSLGQTOK.txt	290	394	1.3586206896551725
humanities_ethics__SRRJLCUUVA.txt	332	411	1.2379518072289157
humanities_forests__RLBGRZQRMV.txt	327	400	1.2232415902140672
humanities_pets__NKLVERGAFU.txt	299	331	1.1070234113712374
humanities_repressions__FIOQZJVZTQ.txt	359	455	1.267409470752089
humanities_repressions__TNWAONPVXJ.txt	339	439	1.294985250737463
humanities_repressions__ZZQBPRPPHL.txt	413	533	1.2905569007263922
literature_autocracy__XSJTOKLREA.txt	358	503	1.405027932960894
literature_economy__UNOCGJQVEL.txt	295	342	1.159322033898305
literature_engineerig__OKHPLRQJJA.txt	338	426	1.2603550295857988
literature_ethics__ITLUXZEDCN.txt	392	519	1.3239795918367347
literature_fascism__MKIBZDOEJQ.txt	355	460	1.295774647887324
literature_finances__HBZLGVMYOD.txt	343	445	1.2973760932944607
literature_humanities__JPXVSLBCYL.txt	299	392	1.3110367892976589
literature_music__CCDZBFGXUX.txt	291	356	1.2233676975945018
literature_philosophy__DCINILUIRO.txt	296	405	1.3682432432432432
literature_philosophy__MBBJSAIAWO.txt	312	407	1.3044871794871795
literature_philosophy__VAUFWDRNMA.txt	378	546	1.4444444444444444
literature_programming__RWKLQYJURW.txt	318	402	1.2641509433962264
literature_religion__ZTFUVPYZAI.txt	289	387	1.3391003460207613
literature_repressions__GDGYFTQTJL.txt	347	502	1.446685878962536
literature_traveling__VWMODXBWBY.txt	391	517	1.3222506393861893
mortgage_capitalism__UNFXTOJRRO.txt	328	400	1.2195121951219512
mortgage_climate__QJFSSBSRTS.txt	399	446	1.117794486215539
mortgage_engineerig__OMYHYVIKOL.txt	331	388	1.1722054380664653
mortgage_oceans__AOQDWICHVL.txt	370	411	1.1108108108108108
mortgage_oceans__YGFUJYDMSP.txt	345	423	1.2260869565217392
mortgage_pets__AFQQUTHYNK.txt	381	404	1.0603674540682415
mortgage_politics__TACSFSXEFD.txt	311	363	1.167202572347267
mortgage_technology__VGFHHVTWJG.txt	376	435	1.1569148936170213
mortgage_traveling__RGPQUDVMUN.txt	424	542	1.278301886792453
mortgage_tyranny__BTPVADOLZI.txt	315	379	1.2031746031746031
mortgage_weather__GEJHSTRPLJ.txt	255	338	1.3254901960784313
mortgage_weather__YBOEUHOTOB.txt	382	447	1.1701570680628273
music_animals__QYGEHDEHBJ.txt	339	446	1.3156342182890854
music_archeology__VVEYYKVQZQ.txt	349	432	1.2378223495702005
music_art__ZRBLREQCWP.txt	321	402	1.2523364485981308
music_economy__NJKUXOTATE.txt	329	406	1.2340425531914894
music_engineerig__QYVNHDKQIM.txt	366	432	1.180327868852459
music_finances__XHSRTNTOAK.txt	391	440	1.1253196930946292
music_history__DSBJDKGSDF.txt	353	454	1.2861189801699717
music_history__MIYYSLANRU.txt	350	475	1.3571428571428572
music_humanities__RFWWFNNSQR.txt	296	362	1.222972972972973
music_literature__CUJEKGSXSH.txt	295	381	1.2915254237288136
music_pets__NBESTAWSLV.txt	333	411	1.2342342342342343
music_philosophy__ANNINVYNEI.txt	290	409	1.410344827586207
music_philosophy__GZUDJOUMBO.txt	311	410	1.3183279742765273
music_politics__IGKKZQUQWI.txt	317	379	1.195583596214511
music_repressions__PTBWPTAOOX.txt	317	390	1.2302839116719242
music_rural_life__AWHHLVSJEB.txt	377	502	1.3315649867374004
music_socialism__VVKPSXICDJ.txt	323	410	1.2693498452012384
oceans_art__CHFFBNNJGV.txt	362	500	1.3812154696132597
oceans_climate__FXOBLCKNFN.txt	391	479	1.225063938618926
oceans_democracy__HPPFCIHGSZ.txt	347	424	1.2219020172910662
oceans_ethics__TMQBGVKVOC.txt	334	412	1.2335329341317365
oceans_fascism__UEUKZMVCGS.txt	364	450	1.2362637362637363
oceans_forests__MAFXJOUQML.txt	350	429	1.2257142857142858
oceans_forests__QKJHGYYILW.txt	325	434	1.3353846153846154
oceans_literature__VNCQAKUBBT.txt	333	470	1.4114114114114114
oceans_music__CSPVHJGSAS.txt	312	432	1.3846153846153846
oceans_pets__GTMVCJOTAA.txt	360	414	1.15
oceans_pets__HDAFCPYXCR.txt	346	422	1.2196531791907514
oceans_politics__PTNJVGAWIU.txt	338	398	1.1775147928994083
oceans_programming__LAYNTGBIPK.txt	325	399	1.2276923076923076
oceans_rural_life__CPFELVDAUA.txt	361	479	1.3268698060941828
oceans_slavery__CTYTMLMYII.txt	388	499	1.2860824742268042
oceans_technology__FRGXDFJRQS.txt	334	404	1.2095808383233533
oceans_tyranny__NHQNULEGXE.txt	309	409	1.3236245954692556
oceans_weather__GQFFNKYIRR.txt	323	391	1.2105263157894737
pets_art__AFAXLFESWR.txt	361	418	1.1578947368421053
pets_capitalism__LDVWTAINTX.txt	381	481	1.26246719160105
pets_economy__GTCPBNFOEU.txt	325	380	1.1692307692307693
pets_engineerig__BGEHFYEHKL.txt	236	293	1.2415254237288136
pets_fascism__LAKDUMXBNJ.txt	359	412	1.1476323119777159
pets_mortgage__LKAHPCKLVJ.txt	328	367	1.1189024390243902
pets_mortgage__WASKFNQRJE.txt	328	352	1.0731707317073171
pets_music__NMPOLZYXGL.txt	349	430	1.2320916905444126
pets_music__UCFCLUAUFK.txt	399	445	1.1152882205513786
pets_oceans__ZUSATYPCQD.txt	335	404	1.2059701492537314
pets_programming__IFOHFSFQKM.txt	413	462	1.11864406779661
pets_rural_life__MKEXIVCPCL.txt	308	379	1.2305194805194806
pets_rural_life__OYBOVNBVPD.txt	291	345	1.1855670103092784
pets_spirituality__WTTKSPAGWB.txt	336	423	1.2589285714285714
pets_sports__UVHSNLDYNL.txt	383	427	1.114882506527415
pets_weather__TMNYHRFUAI.txt	379	408	1.0765171503957784
philosophy_democracy__GYXVPGXIKI.txt	385	483	1.2545454545454546
philosophy_democracy__HWKDVZYCXM.txt	337	439	1.3026706231454006
philosophy_engineerig__YGXJZZRBCF.txt	263	326	1.2395437262357414
philosophy_ethics__EOIJBXPSVJ.txt	335	438	1.3074626865671641
philosophy_mortgage__SXHFXBQZKX.txt	282	336	1.1914893617021276
philosophy_oceans__LEKDUMFUXI.txt	320	415	1.296875
philosophy_repressions__IERRVNLSHW.txt	370	456	1.2324324324324325
philosophy_slavery__HASAXFJPGG.txt	431	525	1.2180974477958237
philosophy_spirituality__WNTSAPDVXL.txt	322	476	1.4782608695652173
philosophy_spirituality__XKYBJPSFKQ.txt	324	404	1.2469135802469136
philosophy_sports__ZFGMAHGOWR.txt	336	462	1.375
philosophy_urban_life__GMJBPKXHQC.txt	428	595	1.3901869158878504
politics_archeology__BJQPAZZBWY.txt	343	439	1.2798833819241981
politics_capitalism__LXQXFTOFYZ.txt	358	416	1.1620111731843576
politics_capitalism__RZVALFGXVQ.txt	324	375	1.1574074074074074
politics_capitalism__YOJVLRAUGE.txt	345	387	1.1217391304347826
politics_economy__RPNJYNVXRX.txt	352	438	1.2443181818181819
politics_economy__SEXFNSTWFU.txt	303	347	1.1452145214521452
politics_engineerig__QMAYRQPWQZ.txt	295	339	1.1491525423728814
politics_history__LNVKDOBPQJ.txt	296	392	1.3243243243243243
politics_humanities__CWSHXIWHLE.txt	314	370	1.178343949044586
politics_humanities__NJRHBULBLS.txt	317	398	1.2555205047318612
politics_oceans__BLJADFAIYY.txt	434	508	1.1705069124423964
politics_pets__ITTXWSDWOO.txt	440	492	1.1181818181818182
politics_philosophy__WFFDYNFEKI.txt	334	429	1.284431137724551
politics_programming__IWNTYQJMAR.txt	357	426	1.1932773109243697
politics_sports__MGKQWTYJJO.txt	285	378	1.3263157894736841
politics_tyranny__NFBBNUOBEX.txt	270	343	1.2703703703703704
politics_urban_life__YTSQHUXCUZ.txt	328	391	1.1920731707317074
programming_capitalism__JUPBFGOSQH.txt	328	407	1.2408536585365855
programming_culture__GHRONGNWLQ.txt	308	370	1.2012987012987013
programming_culture__SASHICJZET.txt	357	426	1.1932773109243697
programming_economy__FMUWTCHIVJ.txt	340	398	1.1705882352941177
programming_humanities__CFQBNZCDQF.txt	356	420	1.1797752808988764
programming_mortgage__AJVXBWGJJC.txt	330	395	1.196969696969697
programming_music__ASCBKZZRPH.txt	285	341	1.1964912280701754
programming_music__UHWQAOOFGE.txt	378	436	1.1534391534391535
programming_rural_life__BOYKJCTQWK.txt	367	426	1.1607629427792916
programming_socialism__XQZHXKTOVW.txt	346	423	1.222543352601156
programming_spirituality__QWKRIWKZCA.txt	412	531	1.2888349514563107
programming_sports__HMQHPYFBDJ.txt	342	405	1.1842105263157894
religion_art__RHPQYFBHCK.txt	331	450	1.3595166163141994
religion_mortgage__JOKZKRXQSF.txt	315	393	1.2476190476190476
religion_pets__UIOTMUUQNJ.txt	333	416	1.2492492492492493
religion_programming__JCXUXBMERQ.txt	281	332	1.1814946619217082
religion_programming__RMMZXWXUJS.txt	346	403	1.1647398843930636
religion_science__RKSJLDYFSE.txt	293	333	1.136518771331058
religion_socialism__BPINOPHLMU.txt	389	490	1.2596401028277635
religion_traveling__IVLNMILWTO.txt	373	476	1.2761394101876675
religion_traveling__MEQGJFPIUI.txt	395	483	1.2227848101265824
religion_traveling__VRLZSDCFXY.txt	381	471	1.236220472440945
religion_tyranny__GSORNJXPLN.txt	339	428	1.2625368731563422
religion_weather__AQMGJIYUJX.txt	399	486	1.218045112781955
repressions_archeology__PMEQRDGLPA.txt	409	505	1.234718826405868
repressions_autocracy__AXDNECODAD.txt	362	461	1.2734806629834254
repressions_autocracy__YFEXBUAMZW.txt	323	440	1.3622291021671826
repressions_economy__TGVYEJCUKR.txt	339	389	1.1474926253687316
repressions_engineerig__GQPXTEDNQR.txt	339	381	1.1238938053097345
repressions_engineerig__KXYRRSALXV.txt	254	315	1.2401574803149606
repressions_ethics__MCDYUQPJGW.txt	337	429	1.2729970326409497
repressions_finances__SRPZKRZEQW.txt	310	374	1.206451612903226
repressions_forests__EBIHKXPORT.txt	319	359	1.1253918495297806
repressions_forests__UVPGHYXCTH.txt	409	471	1.1515892420537897
repressions_history__QPABZKRHKX.txt	276	360	1.3043478260869565
repressions_mortgage__FJVILZYOXS.txt	389	447	1.1491002570694087
repressions_music__RUPTRKXSMP.txt	365	454	1.2438356164383562
repressions_rural_life__QHVJVYOJUS.txt	338	422	1.2485207100591715
repressions_slavery__VBAUWIXVSL.txt	362	449	1.2403314917127073
repressions_socialism__LMAIIFKFNF.txt	321	398	1.2398753894080996
repressions_socialism__YKDMIIKWIX.txt	324	410	1.2654320987654322
repressions_sports__EHWIPAMFKK.txt	343	410	1.19533527696793
repressions_sports__HYUIBWJVOW.txt	363	451	1.2424242424242424
repressions_sports__TZXACFYNEM.txt	372	454	1.2204301075268817
repressions_traveling__GYVOOUXYFR.txt	409	498	1.21760391198044
rural_life_animals__YDSZEJLBWX.txt	293	370	1.2627986348122866
rural_life_climate__KGIZSTGWNM.txt	328	342	1.0426829268292683
rural_life_fascism__UMZNXYBCKU.txt	398	468	1.1758793969849246
rural_life_history__CNYNMUEPYA.txt	316	397	1.2563291139240507
rural_life_humanities__JCMJXSSTVR.txt	328	408	1.2439024390243902
rural_life_literature__DLUHIJCPTF.txt	314	431	1.372611464968153
rural_life_mortgage__DPOGNVWWCN.txt	334	398	1.1916167664670658
rural_life_music__GNLPBEBRFQ.txt	386	526	1.3626943005181347
rural_life_politics__HVZOBZCGIY.txt	312	379	1.2147435897435896
rural_life_programming__WVCEKFYHKZ.txt	338	426	1.2603550295857988
rural_life_science__GCSEMARJEE.txt	401	483	1.2044887780548628
rural_life_sports__IEMSHYDYNW.txt	285	358	1.256140350877193
science_animals__PARMDWLHKH.txt	372	447	1.2016129032258065
science_animals__TLNJDFBTWU.txt	294	369	1.2551020408163265
science_ethics__TXRKFIVXIU.txt	310	386	1.2451612903225806
science_oceans__HTOOHTSGPR.txt	318	393	1.2358490566037736
science_pets__FZEWQHXIXT.txt	346	379	1.0953757225433527
science_philosophy__STQXVIKIXJ.txt	288	393	1.3645833333333333
science_programming__LMZJAOZTNC.txt	345	404	1.1710144927536232
science_programming__PYRQBPPDXZ.txt	454	538	1.1850220264317182
science_repressions__YBZUBVTMHR.txt	365	473	1.295890410958904
science_rural_life__CWHGQWVZJZ.txt	418	469	1.1220095693779903
science_tyranny__DJUEMTNPWJ.txt	284	335	1.1795774647887325
science_tyranny__XPZPUCMMWR.txt	148	190	1.2837837837837838
science_weather__PLJMXHZLHS.txt	305	347	1.137704918032787
science_weather__ZMOCIBAXMG.txt	445	497	1.1168539325842697
slavery_autocracy__MQCXUUZUHG.txt	344	422	1.2267441860465116
slavery_climate__XCBVMHJYKH.txt	460	539	1.1717391304347826
slavery_climate__YVGDFICZAZ.txt	359	424	1.181058495821727
slavery_culture__EDFXXRBVAU.txt	370	460	1.2432432432432432
slavery_history__ZHYXPJWKDW.txt	361	431	1.1939058171745152
slavery_music__ZDJSMOOEWJ.txt	325	417	1.283076923076923
slavery_oceans__OMGYJMDDRC.txt	351	432	1.2307692307692308
slavery_pets__KONOIGZJXV.txt	394	461	1.1700507614213198
slavery_rural_life__VHHNLARXVI.txt	321	367	1.1433021806853583
slavery_socialism__RYMWPQGJHH.txt	449	513	1.1425389755011135
slavery_spirituality__LIXQOQWKHV.txt	358	447	1.2486033519553073
slavery_technology__PWNGMYQGHO.txt	397	484	1.2191435768261965
socialism_art__OKYNCTCFXN.txt	410	550	1.3414634146341464
socialism_economy__JXCRBIWZJY.txt	337	414	1.228486646884273
socialism_fascism__ZHKECFZSCE.txt	305	381	1.2491803278688525
socialism_finances__YRDHDCPZVB.txt	355	420	1.1830985915492958
socialism_music__LCRCAXBKZT.txt	344	413	1.2005813953488371
socialism_pets__IFECQHBTOD.txt	402	490	1.2189054726368158
