file	source	target	ratio
autocracy_forests__KVHCZXKBKY.txt	446	360	1.238888888888889
autocracy_music__IILBZMICBG.txt	438	363	1.2066115702479339
autocracy_pets__UNRECFHPNR.txt	392	310	1.264516129032258
autocracy_rural_life__BCRGVGCTAW.txt	390	315	1.2380952380952381
autocracy_rural_life__RFKGOOPWMS.txt	487	370	1.3162162162162163
autocracy_science__ELYMHBJJYM.txt	388	307	1.263843648208469
autocracy_science__XSAHHEWNXN.txt	376	317	1.1861198738170347
autocracy_tyranny__RDDVMKOQKU.txt	446	338	1.319526627218935
autocracy_urban_life__NZQFENEQUI.txt	419	355	1.180281690140845
autocracy_urban_life__VPTPMXRXAM.txt	469	369	1.2710027100271002
capitalism_autocracy__FAQIPVGLLZ.txt	392	343	1.1428571428571428
capitalism_autocracy__WGEVWOQLHR.txt	523	401	1.3042394014962593
capitalism_democracy__HFFTYMBMPE.txt	344	267	1.2883895131086143
capitalism_fascism__GNWRFNHOCO.txt	394	309	1.2750809061488673
capitalism_literature__JNJULQNAFN.txt	500	386	1.2953367875647668
capitalism_religion__CNFMOHKSYC.txt	441	345	1.2782608695652173
capitalism_rural_life__ATXOJHOLOL.txt	470	420	1.119047619047619
capitalism_spirituality__EQFMQZJGWN.txt	424	339	1.2507374631268438
capitalism_spirituality__SFQJRRGMKC.txt	471	376	1.252659574468085
capitalism_technology__KQOUDSKTVT.txt	414	319	1.297805642633229
climate_art__AVTTAIZMFG.txt	469	386	1.2150259067357514
climate_art__STPIJAOFFB.txt	468	351	1.3333333333333333
climate_democracy__ZDJOEGPQPS.txt	478	387	1.2351421188630491
climate_economy__TBBWAXTMHO.txt	483	424	1.1391509433962264
climate_fascism__UDTQKDXLOZ.txt	390	311	1.2540192926045015
climate_rural_life__NTFKRDQMPY.txt	351	291	1.2061855670103092
climate_socialism__FZGFLYFKKZ.txt	430	345	1.2463768115942029
climate_socialism__XJNCXUUYBP.txt	475	372	1.2768817204301075
climate_traveling__NNRREHWGGX.txt	399	318	1.2547169811320755
climate_traveling__PALLLCXSPJ.txt	441	373	1.1823056300268096
climate_urban_life__YWZOHMJZPC.txt	488	407	1.199017199017199
culture_animals__FLURAOAQJX.txt	419	335	1.2507462686567163
culture_art__OHPSSQVKCH.txt	468	343	1.3644314868804666
culture_autocracy__BCWAOOJBIV.txt	382	301	1.2691029900332227
culture_economy__WFCNSIVHTO.txt	350	286	1.2237762237762237
culture_finances__CMZFUPGHCV.txt	373	287	1.2996515679442509
culture_forests__RWDRCVVIHS.txt	423	315	1.3428571428571427
culture_sports__BDLXFCGHFE.txt	423	345	1.2260869565217392
culture_sports__IAYFIFHSDS.txt	417	336	1.2410714285714286
culture_tyranny__FLFEWBYKKD.txt	471	377	1.2493368700265253
democracy_art__EDLQPFNMGK.txt	484	364	1.3296703296703296
democracy_autocracy__LXMSEOGQUM.txt	423	336	1.2589285714285714
democracy_autocracy__UWAWVWSNNJ.txt	516	408	1.2647058823529411
democracy_climate__WVENZQRGMH.txt	431	350	1.2314285714285715
democracy_engineerig__XVSOTWELAN.txt	366	284	1.2887323943661972
democracy_engineerig__YTTQIMEOZP.txt	406	332	1.2228915662650603
democracy_fascism__IMEKRFZYGS.txt	451	358	1.2597765363128492
democracy_fascism__JLGWTRLKES.txt	452	337	1.3412462908011868
democracy_finances__DKPVZISLXI.txt	579	480	1.20625
democracy_forests__SWTQMOMCHN.txt	421	345	1.2202898550724637
democracy_pets__MJLUQSFTNP.txt	335	253	1.3241106719367588
democracy_philosophy__DASOADCIWL.txt	455	368	1.236413043478261
democracy_philosophy__PSHFMHNGYT.txt	443	347	1.276657060518732
democracy_repressions__DWNBBVGMKP.txt	472	365	1.2931506849315069
democracy_science__LUPZEFWZWP.txt	469	371	1.2641509433962264
democracy_slavery__WLISJJUQMB.txt	409	333	1.2282282282282282
democracy_sports__CLEJFFDOVL.txt	473	366	1.2923497267759563
democracy_traveling__WOXETDAGPP.txt	404	327	1.235474006116208
democracy_urban_life__WYVMNJQYOJ.txt	476	387	1.2299741602067182
economy_animals__RLSXSKQMAK.txt	327	297	1.101010101010101
economy_ethics__KTJDMUAYEQ.txt	407	344	1.183139534883721
economy_forests__EQBAMEFTOP.txt	293	242	1.2107438016528926
economy_humanities__XWCROOVEIY.txt	378	296	1.277027027027027
economy_literature__FCUBTODAOJ.txt	419	325	1.2892307692307692
economy_music__TBLXIVZABU.txt	505	387	1.3049095607235142
economy_religion__USGMBSIDHN.txt	469	380	1.2342105263157894
economy_repressions__SDHGUWRNSE.txt	389	323	1.2043343653250773
economy_spirituality__ICBRDOJMSI.txt	385	308	1.25
economy_spirituality__JHMEICIYJD.txt	421	339	1.2418879056047198
economy_spirituality__SMJTIADNSI.txt	434	363	1.1955922865013775
economy_spirituality__YXGYWKOBIQ.txt	482	383	1.2584856396866841
economy_technology__OCOQKIBARQ.txt	348	287	1.2125435540069687
engineerig_archeology__JVKYUBDFON.txt	385	327	1.1773700305810397
engineerig_archeology__MDTPBARQPR.txt	450	372	1.2096774193548387
engineerig_art__MMJFOOSISD.txt	387	326	1.187116564417178
engineerig_culture__KZGTELNUGV.txt	401	311	1.2893890675241158
engineerig_fascism__CWFCVJBANC.txt	372	289	1.28719723183391
engineerig_forests__LYNKMFMVZT.txt	358	289	1.2387543252595157
engineerig_history__RWONTKCJBY.txt	343	273	1.2564102564102564
engineerig_history__ZRZFCYNPSO.txt	414	324	1.2777777777777777
engineerig_humanities__YKQGTDVKFY.txt	397	292	1.3595890410958904
engineerig_literature__CDKLVQQXBG.txt	382	284	1.3450704225352113
engineerig_literature__IIVIARTYMT.txt	415	338	1.227810650887574
engineerig_literature__XBJBSXYSFG.txt	457	348	1.3132183908045978
engineerig_pets__MZXIHGPEAM.txt	391	345	1.1333333333333333
engineerig_philosophy__HTMEPCXRLK.txt	412	326	1.2638036809815951
engineerig_science__BRIWXQUTWE.txt	386	302	1.2781456953642385
engineerig_sports__VEESLNBPTK.txt	397	319	1.244514106583072
ethics_art__JGONAQLEHV.txt	447	356	1.2556179775280898
ethics_history__HORXHAFEAM.txt	409	334	1.2245508982035929
ethics_humanities__EIGVXGDFTU.txt	410	325	1.2615384615384615
ethics_literature__NIVKCTPJKI.txt	350	286	1.2237762237762237
ethics_pets__YFYVVUZQCJ.txt	404	351	1.150997150997151
ethics_philosophy__CLYLRDEALF.txt	409	320	1.278125
ethics_politics__HNALBUWHWC.txt	427	346	1.2341040462427746
ethics_technology__LJUOJIMILK.txt	428	367	1.1662125340599454
ethics_tyranny__CIZGZPFHFW.txt	380	302	1.2582781456953642
ethics_urban_life__VUGKMBKGRY.txt	412	332	1.2409638554216869
fascism_animals__ICZWAMOQKA.txt	368	300	1.2266666666666666
fascism_animals__ZDQULCESHV.txt	485	372	1.303763440860215
fascism_autocracy__KEQVTFOJTJ.txt	384	307	1.250814332247557
fascism_capitalism__SHAVNSXOGX.txt	537	412	1.3033980582524272
fascism_democracy__NZZWIBEACX.txt	457	323	1.414860681114551
fascism_democracy__RVULUSIZZL.txt	479	403	1.1885856079404467
fascism_economy__IXHZYYVYPS.txt	467	359	1.3008356545961002
fascism_economy__XDESXLAKIY.txt	485	386	1.2564766839378239
fascism_engineerig__BEUSLERFXI.txt	442	358	1.23463687150838
fascism_finances__HCNKABNZXB.txt	415	348	1.1925287356321839
fascism_forests__QQJSPQRJAS.txt	492	335	1.4686567164179105
fascism_history__XICMSKURUM.txt	474	367	1.2915531335149864
fascism_humanities__SHJFJRBDLD.txt	426	332	1.283132530120482
fascism_oceans__LKMBKLTEXZ.txt	497	369	1.3468834688346885
fascism_programming__ZWPKDGTTUW.txt	445	353	1.2606232294617563
fascism_sports__JUBRHHLSYG.txt	401	307	1.3061889250814331
finances_autocracy__PLRCVICSNW.txt	441	350	1.26
finances_capitalism__BKURQXJOVV.txt	364	288	1.2638888888888888
finances_culture__DQXTRPIICD.txt	411	331	1.241691842900302
finances_culture__IIOWPSTCSB.txt	448	365	1.2273972602739727
finances_culture__WINNIMGBCQ.txt	433	355	1.2197183098591549
finances_forests__DTYSMCLVIG.txt	394	327	1.2048929663608563
finances_music__GOVIJLTCPV.txt	379	305	1.2426229508196722
finances_oceans__SJVYBRFOMZ.txt	392	330	1.187878787878788
finances_philosophy__AJJECZOFLD.txt	427	343	1.2448979591836735
finances_politics__POWTKOXXBN.txt	409	330	1.2393939393939395
finances_programming__VSFEQXKNZC.txt	330	262	1.2595419847328244
finances_repressions__FIOKAMLYCK.txt	467	391	1.1943734015345269
finances_repressions__QRKJPGXTFP.txt	365	297	1.228956228956229
finances_repressions__RWKMWSFUJM.txt	412	325	1.2676923076923077
finances_socialism__SCENYOCUSZ.txt	393	343	1.1457725947521866
finances_sports__SOGBTGDLRA.txt	402	345	1.1652173913043478
forests_autocracy__LFDZAPLVMI.txt	428	349	1.2263610315186246
forests_democracy__RPOXYEVTCL.txt	393	318	1.2358490566037736
forests_democracy__YPQEIQBORV.txt	343	299	1.1471571906354514
forests_engineerig__QTDHENOCYJ.txt	337	275	1.2254545454545454
forests_mortgage__PPKDKFZHNI.txt	381	334	1.1407185628742516
forests_mortgage__XZIPWEYVMS.txt	415	334	1.2425149700598803
forests_philosophy__YXOETYZIZV.txt	480	325	1.476923076923077
forests_spirituality__CRGUMFGWDO.txt	434	341	1.2727272727272727
forests_spirituality__KSXJPJSIZW.txt	382	290	1.3172413793103448
forests_sports__SKDQRCIZJN.txt	487	414	1.1763285024154588
forests_technology__PDDQLKSZTY.txt	373	318	1.1729559748427674
forests_weather__CAZMCHABEQ.txt	440	403	1.0918114143920596
forests_weather__EQEXSNBESK.txt	361	297	1.2154882154882154
history_archeology__UBOECUWBJG.txt	436	326	1.3374233128834356
history_art__TGQYHXDPOC.txt	478	347	1.377521613832853
history_capitalism__PJVNBWSPJT.txt	392	323	1.2136222910216719
history_climate__HAVFZGQSCA.txt	399	335	1.191044776119403
history_climate__JUUJWUKAFT.txt	435	350	1.2428571428571429
history_democracy__JTMLFMKHCN.txt	469	378	1.2407407407407407
history_democracy__MSMHRQPXZK.txt	589	459	1.2832244008714597
history_economy__PITKFUHGHN.txt	450	348	1.293103448275862
history_pets__LAOMSGATAF.txt	327	275	1.1890909090909092
history_philosophy__ISGJXFVAID.txt	436	333	1.3093093093093093
history_philosophy__WGALTSWJSD.txt	486	376	1.2925531914893618
history_science__JOIUSSHYXC.txt	420	334	1.2574850299401197
history_spirituality__BIBXNUETMB.txt	371	291	1.274914089347079
history_sports__EKOHCDQZAA.txt	321	247	1.2995951417004048
history_sports__GANJDGPBRQ.txt	477	360	1.325
history_technology__AMHXZFJVAW.txt	406	343	1.183673469387755
humanities_animals__GUZNXHLYLJ.txt	420	298	1.4093959731543624
humanities_archeology__EXKBOOMFJQ.txt	420	320	1.3125
humanities_archeology__YQBKLHAJNN.txt	345	271	1.2730627306273063
humanities_democracy__AOOOPJNSBK.txt	407	307	1.3257328990228012
humanities_democracy__BYXSLGQTOK.txt	394	306	1.2875816993464053
humanities_ethics__SRRJLCUUVA.txt	411	314	1.3089171974522293
humanities_forests__RLBGRZQRMV.txt	400	317	1.2618296529968454
humanities_pets__NKLVERGAFU.txt	331	287	1.1533101045296168
humanities_repressions__FIOQZJVZTQ.txt	455	370	1.2297297297297298
humanities_repressions__TNWAONPVXJ.txt	439	332	1.322289156626506
humanities_repressions__ZZQBPRPPHL.txt	533	400	1.3325
literature_autocracy__XSJTOKLREA.txt	503	360	1.3972222222222221
literature_economy__UNOCGJQVEL.txt	342	290	1.1793103448275861
literature_engineerig__OKHPLRQJJA.txt	426	332	1.283132530120482
literature_ethics__ITLUXZEDCN.txt	519	391	1.3273657289002558
literature_fascism__MKIBZDOEJQ.txt	460	341	1.348973607038123
literature_finances__HBZLGVMYOD.txt	445	343	1.2973760932944607
literature_humanities__JPXVSLBCYL.txt	392	299	1.3110367892976589
literature_music__CCDZBFGXUX.txt	356	280	1.2714285714285714
literature_philosophy__DCINILUIRO.txt	405	291	1.3917525773195876
literature_philosophy__MBBJSAIAWO.txt	407	309	1.3171521035598706
literature_philosophy__VAUFWDRNMA.txt	546	380	1.436842105263158
literature_programming__RWKLQYJURW.txt	402	316	1.2721518987341771
literature_religion__ZTFUVPYZAI.txt	387	284	1.3626760563380282
literature_repressions__GDGYFTQTJL.txt	502	349	1.4383954154727794
literature_traveling__VWMODXBWBY.txt	517	372	1.3897849462365592
mortgage_capitalism__UNFXTOJRRO.txt	400	310	1.2903225806451613
mortgage_climate__QJFSSBSRTS.txt	446	412	1.0825242718446602
mortgage_engineerig__OMYHYVIKOL.txt	388	315	1.2317460317460318
mortgage_oceans__AOQDWICHVL.txt	411	376	1.0930851063829787
mortgage_oceans__YGFUJYDMSP.txt	423	347	1.219020172910663
mortgage_pets__AFQQUTHYNK.txt	404	373	1.0831099195710456
mortgage_politics__TACSFSXEFD.txt	363	296	1.2263513513513513
mortgage_technology__VGFHHVTWJG.txt	435	357	1.218487394957983
mortgage_traveling__RGPQUDVMUN.txt	542	407	1.3316953316953317
mortgage_tyranny__BTPVADOLZI.txt	379	310	1.2225806451612904
mortgage_weather__GEJHSTRPLJ.txt	338	262	1.2900763358778626
mortgage_weather__YBOEUHOTOB.txt	447	385	1.161038961038961
music_animals__QYGEHDEHBJ.txt	446	337	1.3234421364985163
music_archeology__VVEYYKVQZQ.txt	432	339	1.2743362831858407
music_art__ZRBLREQCWP.txt	402	311	1.292604501607717
music_economy__NJKUXOTATE.txt	406	330	1.2303030303030302
music_engineerig__QYVNHDKQIM.txt	432	346	1.2485549132947977
music_finances__XHSRTNTOAK.txt	440	367	1.1989100817438691
music_history__DSBJDKGSDF.txt	454	352	1.2897727272727273
music_history__MIYYSLANRU.txt	475	350	1.3571428571428572
music_humanities__RFWWFNNSQR.txt	362	276	1.3115942028985508
music_literature__CUJEKGSXSH.txt	381	288	1.3229166666666667
music_pets__NBESTAWSLV.txt	411	329	1.249240121580547
music_philosophy__ANNINVYNEI.txt	409	283	1.4452296819787986
music_philosophy__GZUDJOUMBO.txt	410	306	1.3398692810457515
music_politics__IGKKZQUQWI.txt	379	306	1.238562091503268
music_repressions__PTBWPTAOOX.txt	390	318	1.2264150943396226
music_rural_life__AWHHLVSJEB.txt	502	374	1.3422459893048129
music_socialism__VVKPSXICDJ.txt	410	313	1.3099041533546325
oceans_art__CHFFBNNJGV.txt	500	361	1.3850415512465375
oceans_climate__FXOBLCKNFN.txt	479	387	1.2377260981912144
oceans_democracy__HPPFCIHGSZ.txt	424	351	1.207977207977208
oceans_ethics__TMQBGVKVOC.txt	412	344	1.197674418604651
oceans_fascism__UEUKZMVCGS.txt	450	348	1.293103448275862
oceans_forests__MAFXJOUQML.txt	429	353	1.2152974504249292
oceans_forests__QKJHGYYILW.txt	434	329	1.3191489361702127
oceans_literature__VNCQAKUBBT.txt	470	330	1.4242424242424243
oceans_music__CSPVHJGSAS.txt	432	306	1.411764705882353
oceans_pets__GTMVCJOTAA.txt	414	350	1.1828571428571428
oceans_pets__HDAFCPYXCR.txt	422	343	1.2303206997084548
oceans_politics__PTNJVGAWIU.txt	398	321	1.2398753894080996
oceans_programming__LAYNTGBIPK.txt	399	323	1.2352941176470589
oceans_rural_life__CPFELVDAUA.txt	479	350	1.3685714285714285
oceans_slavery__CTYTMLMYII.txt	499	376	1.327127659574468
oceans_technology__FRGXDFJRQS.txt	404	325	1.243076923076923
oceans_tyranny__NHQNULEGXE.txt	409	302	1.3543046357615893
oceans_weather__GQFFNKYIRR.txt	391	319	1.225705329153605
pets_art__AFAXLFESWR.txt	418	351	1.190883190883191
pets_capitalism__LDVWTAINTX.txt	481	376	1.2792553191489362
pets_economy__GTCPBNFOEU.txt	380	315	1.2063492063492063
pets_engineerig__BGEHFYEHKL.txt	293	231	1.2683982683982684
pets_fascism__LAKDUMXBNJ.txt	412	349	1.180515759312321
pets_mortgage__LKAHPCKLVJ.txt	367	320	1.146875
pets_mortgage__WASKFNQRJE.txt	352	318	1.1069182389937107
pets_music__NMPOLZYXGL.txt	430	352	1.2215909090909092
pets_music__UCFCLUAUFK.txt	445	403	1.1042183622828785
pets_oceans__ZUSATYPCQD.txt	404	328	1.2317073170731707
pets_programming__IFOHFSFQKM.txt	462	391	1.1815856777493605
pets_rural_life__MKEXIVCPCL.txt	379	311	1.2186495176848875
pets_rural_life__OYBOVNBVPD.txt	345	274	1.2591240875912408
pets_spirituality__WTTKSPAGWB.txt	423	348	1.2155172413793103
pets_sports__UVHSNLDYNL.txt	427	383	1.114882506527415
pets_weather__TMNYHRFUAI.txt	408	376	1.0851063829787233
philosophy_democracy__HWKDVZYCXM.txt	439	328	1.3384146341463414
philosophy_engineerig__YGXJZZRBCF.txt	326	255	1.2784313725490195
philosophy_ethics__EOIJBXPSVJ.txt	438	353	1.2407932011331444
philosophy_mortgage__SXHFXBQZKX.txt	336	277	1.2129963898916967
philosophy_oceans__LEKDUMFUXI.txt	415	319	1.3009404388714734
philosophy_repressions__IERRVNLSHW.txt	456	357	1.2773109243697478
philosophy_slavery__HASAXFJPGG.txt	525	439	1.1958997722095672
philosophy_spirituality__WNTSAPDVXL.txt	476	334	1.4251497005988023
philosophy_spirituality__XKYBJPSFKQ.txt	404	315	1.2825396825396826
philosophy_sports__ZFGMAHGOWR.txt	462	321	1.439252336448598
philosophy_urban_life__GMJBPKXHQC.txt	595	421	1.4133016627078385
politics_archeology__BJQPAZZBWY.txt	439	346	1.26878612716763
politics_capitalism__LXQXFTOFYZ.txt	416	358	1.1620111731843576
politics_capitalism__RZVALFGXVQ.txt	375	326	1.1503067484662577
politics_capitalism__YOJVLRAUGE.txt	387	330	1.1727272727272726
politics_economy__RPNJYNVXRX.txt	438	345	1.2695652173913043
politics_economy__SEXFNSTWFU.txt	347	298	1.1644295302013423
politics_engineerig__QMAYRQPWQZ.txt	339	286	1.1853146853146854
politics_history__LNVKDOBPQJ.txt	392	295	1.3288135593220338
politics_humanities__CWSHXIWHLE.txt	370	295	1.2542372881355932
politics_humanities__NJRHBULBLS.txt	398	313	1.2715654952076678
politics_oceans__BLJADFAIYY.txt	508	414	1.2270531400966183
politics_pets__ITTXWSDWOO.txt	492	432	1.1388888888888888
politics_philosophy__WFFDYNFEKI.txt	429	314	1.3662420382165605
politics_programming__IWNTYQJMAR.txt	426	351	1.2136752136752136
politics_sports__MGKQWTYJJO.txt	378	290	1.303448275862069
politics_tyranny__NFBBNUOBEX.txt	343	260	1.3192307692307692
politics_urban_life__YTSQHUXCUZ.txt	391	325	1.2030769230769232
programming_capitalism__JUPBFGOSQH.txt	407	326	1.2484662576687116
programming_culture__GHRONGNWLQ.txt	370	298	1.2416107382550337
programming_culture__SASHICJZET.txt	426	345	1.2347826086956522
programming_economy__FMUWTCHIVJ.txt	398	334	1.1916167664670658
programming_humanities__CFQBNZCDQF.txt	420	351	1.1965811965811965
programming_mortgage__AJVXBWGJJC.txt	395	318	1.2421383647798743
programming_music__ASCBKZZRPH.txt	341	275	1.24
programming_music__UHWQAOOFGE.txt	436	354	1.231638418079096
programming_rural_life__BOYKJCTQWK.txt	426	368	1.1576086956521738
programming_socialism__XQZHXKTOVW.txt	423	338	1.2514792899408285
programming_spirituality__QWKRIWKZCA.txt	531	414	1.2826086956521738
programming_sports__HMQHPYFBDJ.txt	405	334	1.2125748502994012
religion_art__RHPQYFBHCK.txt	450	331	1.3595166163141994
religion_mortgage__JOKZKRXQSF.txt	393	330	1.190909090909091
religion_pets__UIOTMUUQNJ.txt	416	305	1.3639344262295081
religion_programming__JCXUXBMERQ.txt	332	269	1.2342007434944238
religion_programming__RMMZXWXUJS.txt	403	337	1.195845697329377
religion_science__RKSJLDYFSE.txt	333	284	1.1725352112676057
religion_socialism__BPINOPHLMU.txt	490	367	1.335149863760218
religion_traveling__IVLNMILWTO.txt	476	375	1.2693333333333334
religion_traveling__MEQGJFPIUI.txt	483	388	1.2448453608247423
religion_traveling__VRLZSDCFXY.txt	471	378	1.246031746031746
religion_tyranny__GSORNJXPLN.txt	428	335	1.2776119402985076
religion_weather__AQMGJIYUJX.txt	486	381	1.2755905511811023
repressions_archeology__PMEQRDGLPA.txt	505	400	1.2625
repressions_autocracy__AXDNECODAD.txt	461	377	1.2228116710875332
repressions_autocracy__YFEXBUAMZW.txt	440	323	1.3622291021671826
repressions_economy__TGVYEJCUKR.txt	389	331	1.1752265861027191
repressions_engineerig__GQPXTEDNQR.txt	381	337	1.1305637982195846
repressions_engineerig__KXYRRSALXV.txt	315	234	1.3461538461538463
repressions_ethics__MCDYUQPJGW.txt	429	335	1.2805970149253731
repressions_finances__SRPZKRZEQW.txt	374	310	1.206451612903226
repressions_forests__EBIHKXPORT.txt	359	307	1.1693811074918568
repressions_forests__UVPGHYXCTH.txt	471	392	1.2015306122448979
repressions_history__QPABZKRHKX.txt	360	270	1.3333333333333333
repressions_mortgage__FJVILZYOXS.txt	447	388	1.152061855670103
repressions_music__RUPTRKXSMP.txt	454	365	1.2438356164383562
repressions_rural_life__QHVJVYOJUS.txt	422	325	1.2984615384615386
repressions_slavery__VBAUWIXVSL.txt	449	351	1.2792022792022792
repressions_socialism__LMAIIFKFNF.txt	398	311	1.279742765273312
repressions_socialism__YKDMIIKWIX.txt	410	315	1.3015873015873016
repressions_sports__EHWIPAMFKK.txt	410	336	1.2202380952380953
repressions_sports__HYUIBWJVOW.txt	451	354	1.2740112994350283
repressions_sports__TZXACFYNEM.txt	454	357	1.2717086834733893
repressions_traveling__GYVOOUXYFR.txt	498	389	1.2802056555269923
rural_life_animals__YDSZEJLBWX.txt	370	291	1.2714776632302405
rural_life_climate__KGIZSTGWNM.txt	342	326	1.049079754601227
rural_life_fascism__UMZNXYBCKU.txt	468	386	1.2124352331606219
rural_life_history__CNYNMUEPYA.txt	397	310	1.2806451612903227
rural_life_humanities__JCMJXSSTVR.txt	408	313	1.3035143769968052
rural_life_literature__DLUHIJCPTF.txt	431	304	1.417763157894737
rural_life_mortgage__DPOGNVWWCN.txt	398	339	1.1740412979351031
rural_life_music__GNLPBEBRFQ.txt	526	377	1.3952254641909814
rural_life_politics__HVZOBZCGIY.txt	379	309	1.226537216828479
rural_life_programming__WVCEKFYHKZ.txt	426	344	1.2383720930232558
rural_life_science__GCSEMARJEE.txt	483	415	1.163855421686747
rural_life_sports__IEMSHYDYNW.txt	358	280	1.2785714285714285
science_animals__PARMDWLHKH.txt	447	362	1.2348066298342542
science_animals__TLNJDFBTWU.txt	369	299	1.234113712374582
science_ethics__TXRKFIVXIU.txt	386	295	1.3084745762711865
science_oceans__HTOOHTSGPR.txt	393	311	1.2636655948553055
science_pets__FZEWQHXIXT.txt	379	333	1.1381381381381381
science_philosophy__STQXVIKIXJ.txt	393	290	1.3551724137931034
science_programming__LMZJAOZTNC.txt	404	329	1.2279635258358663
science_programming__PYRQBPPDXZ.txt	538	453	1.1876379690949228
science_repressions__YBZUBVTMHR.txt	473	367	1.2888283378746594
science_rural_life__CWHGQWVZJZ.txt	469	410	1.1439024390243901
science_tyranny__DJUEMTNPWJ.txt	335	275	1.2181818181818183
science_tyranny__XPZPUCMMWR.txt	190	155	1.2258064516129032
science_weather__PLJMXHZLHS.txt	347	295	1.176271186440678
science_weather__ZMOCIBAXMG.txt	497	423	1.1749408983451537
slavery_autocracy__MQCXUUZUHG.txt	422	323	1.306501547987616
slavery_climate__XCBVMHJYKH.txt	539	436	1.2362385321100917
slavery_climate__YVGDFICZAZ.txt	424	365	1.1616438356164382
slavery_culture__EDFXXRBVAU.txt	460	368	1.25
slavery_history__ZHYXPJWKDW.txt	431	353	1.2209631728045325
slavery_music__ZDJSMOOEWJ.txt	417	329	1.2674772036474165
slavery_oceans__OMGYJMDDRC.txt	432	337	1.281899109792285
slavery_pets__KONOIGZJXV.txt	461	384	1.2005208333333333
slavery_rural_life__VHHNLARXVI.txt	367	314	1.1687898089171975
slavery_socialism__RYMWPQGJHH.txt	513	426	1.204225352112676
slavery_spirituality__LIXQOQWKHV.txt	447	352	1.2698863636363635
slavery_technology__PWNGMYQGHO.txt	484	379	1.2770448548812665
socialism_art__OKYNCTCFXN.txt	550	406	1.354679802955665
socialism_economy__JXCRBIWZJY.txt	414	327	1.2660550458715596
socialism_fascism__ZHKECFZSCE.txt	381	312	1.2211538461538463
socialism_finances__YRDHDCPZVB.txt	420	342	1.2280701754385965
socialism_music__LCRCAXBKZT.txt	413	313	1.3194888178913737
socialism_pets__IFECQHBTOD.txt	490	400	1.225
socialism_pets__SKZZDMFQOZ.txt	425	349	1.2177650429799427
socialism_philosophy__SERPPCEWKY.txt	483	387	1.248062015503876
